mode,ship_date,ship_date_time,delivery_date,delivery_date_time,hours,ship_from,ship_from_coords,ice_customer_name,ship_to,ship_to_coords,number_of_pallets
PCL,2023-10-03,2023-10-03 13:00:00,2023-10-05,2023-10-05 9:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",0.27
LTL,2023-10-17,2023-10-17 14:00:00,2023-10-23,2023-10-23 9:00:00,139,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Brookshire, TX","[-95.9514,29.7824]",0.19
PCL,2023-08-31,2023-08-31 12:00:00,2023-09-05,2023-09-05 4:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0.11
PCL,2023-09-25,2023-09-25 11:00:00,2023-09-27,2023-09-27 12:00:00,49,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Phoenix, AZ","[-112.0892,33.5722]",0.02
PCL,2023-10-18,2023-10-18 11:00:00,2023-10-23,2023-10-23 5:00:00,114,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"New Braunfels, TX","[-98.1148,29.6994]",0.01
PCL,2023-10-18,2023-10-18 16:00:00,2023-10-20,2023-10-20 9:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Madison, AL","[-86.7626,34.7114]",0.03
PCL,2023-07-10,2023-07-10 13:00:00,2023-07-17,2023-07-17 7:00:00,162,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Brookhaven, MS","[-90.4432,31.5803]",0.03
PCL,2023-07-21,2023-07-21 13:00:00,2023-07-25,2023-07-25 10:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ft Pierce, FL","[-80.3256, 27.4467]",0.02
PCL,2023-07-21,2023-07-21 12:00:00,2023-07-25,2023-07-25 14:00:00,98,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.02
PCL,2023-10-02,2023-10-02 18:00:00,2023-10-03,2023-10-03 10:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Midway, GA","[-81.419,31.8003]",0.02
PCL,2023-08-09,2023-08-09 10:00:00,2023-08-14,2023-08-14 8:00:00,118,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Spring Valley, IL","[-89.2038,41.3362]",0.03
LTL,2023-10-26,2023-10-26 13:00:00,2023-11-01,2023-11-01 0:00:00,131,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Rialto, CA","[-117.3892,34.1175]",1.06
PCL,2023-09-27,2023-09-27 19:00:00,2023-10-02,2023-10-02 6:00:00,107,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Loveland, CO","[-105.0623,40.4166]",0.05
PCL,2023-09-11,2023-09-11 16:00:00,2023-09-12,2023-09-12 7:00:00,15,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Indianapolis, IN","[-86.1458,39.7771]",0.05
PCL,2023-07-25,2023-07-25 13:00:00,2023-07-31,2023-07-31 14:00:00,145,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Menomonie, WI","[-91.9084,44.8893]",0.05
PCL,2023-08-30,2023-08-30 12:00:00,2023-09-01,2023-09-01 7:00:00,43,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.05
PCL,2023-08-14,2023-08-14 15:00:00,2023-08-15,2023-08-15 11:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Goodyear, AZ","[-112.3622,33.2614]",0.01
PCL,2023-08-09,2023-08-09 15:00:00,2023-08-14,2023-08-14 10:00:00,115,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Madison, AL","[-86.7626,34.7114]",0.02
PCL,2023-07-11,2023-07-11 20:00:00,2023-07-13,2023-07-13 7:00:00,35,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenfield, IN","[-85.7738,39.7937]",0.22
LTL,2023-09-29,2023-09-29 15:00:00,2023-10-05,2023-10-05 12:00:00,141,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Stuarts Draft, VA","[-79.0354,38.0188]",0.17
PCL,2023-08-11,2023-08-11 12:00:00,2023-08-15,2023-08-15 13:00:00,97,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hermiston, OR","[-119.2854,45.8326]",0.02
PCL,2023-07-13,2023-07-13 19:00:00,2023-07-18,2023-07-18 6:00:00,107,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Lake Park, GA","[-83.1873,30.6851]",0.03
PCL,2023-07-26,2023-07-26 9:00:00,2023-07-28,2023-07-28 9:00:00,48,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Madison, AL","[-86.7626,34.7114]",0.04
PCL,2023-08-02,2023-08-02 16:00:00,2023-08-04,2023-08-04 6:00:00,38,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Amsterdam, NY","[-74.1906,42.942]",0.05
LTL,2023-07-25,2023-07-25 11:00:00,2023-07-28,2023-07-28 7:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Ingram Micro Inc,"Carol Stream, IL","[-88.1307,41.9181]",0.93
PCL,2023-08-02,2023-08-02 15:00:00,2023-08-08,2023-08-08 6:00:00,135,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"St. James, MO","[-91.6154,38.0013]",0.02
PCL,2023-07-12,2023-07-12 13:00:00,2023-07-14,2023-07-14 6:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",D&H Distributing Co.,"Bolingbrook, IL","[-88.1021,41.6901]",0.22
PCL,2023-08-11,2023-08-11 19:00:00,2023-08-15,2023-08-15 7:00:00,84,"Carol Stream, IL","[-88.1307,41.9181]",D&H Distributing Co.,"Bolingbrook, IL","[-88.1021,41.6901]",0.03
PCL,2023-09-20,2023-09-20 12:00:00,2023-09-21,2023-09-21 23:00:00,35,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Fontana, CA","[-117.4599,34.0968]",0.14
LTL,2023-09-12,2023-09-12 14:00:00,2023-09-14,2023-09-14 10:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Comcast Cable Communications [Xfinity],"Mount Juliet, TN","[-86.5115,36.199]",0.03
PCL,2023-10-03,2023-10-03 15:00:00,2023-10-05,2023-10-05 9:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grantsville, UT","[-112.4777,40.6148]",0.02
PCL,2023-10-23,2023-10-23 17:00:00,2023-10-25,2023-10-25 9:00:00,40,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.01
PCL,2023-08-16,2023-08-16 14:00:00,2023-08-17,2023-08-17 7:00:00,17,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Marcy, NY","[-75.268,43.1373]",0.08
PCL,2023-08-28,2023-08-28 11:00:00,2023-08-31,2023-08-31 10:00:00,71,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.04
PCL,2023-07-13,2023-07-13 17:00:00,2023-07-14,2023-07-14 6:00:00,13,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Northlake, IL","[-87.9054,41.9142]",0.05
PCL,2023-08-15,2023-08-15 15:00:00,2023-08-21,2023-08-21 7:00:00,136,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Spring Valley, IL","[-89.2038,41.3362]",0.08
PCL,2023-10-03,2023-10-03 13:00:00,2023-10-06,2023-10-06 7:00:00,66,"Rancho Cucamonga, CA","[-117.5667,34.1247]",US Cellular,"Fort Worth, TX","[-97.3474,32.7817]",0.05
PCL,2023-09-11,2023-09-11 18:00:00,2023-09-13,2023-09-13 9:00:00,39,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Moreno Valley, CA","[-117.2045,33.9244]",0.14
PCL,2023-07-05,2023-07-05 10:00:00,2023-07-06,2023-07-06 7:00:00,21,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Findlay, OH","[-83.6379,41.0469]",0.01
PCL,2023-07-31,2023-07-31 13:00:00,2023-08-02,2023-08-02 9:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0
PCL,2023-09-14,2023-09-14 15:00:00,2023-09-15,2023-09-15 10:00:00,19,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Van Buren, OH","[-83.6494,41.1387]",0.11
LTL,2023-10-18,2023-10-18 17:00:00,2023-10-23,2023-10-23 9:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",1
PCL,2023-07-11,2023-07-11 13:00:00,2023-07-17,2023-07-17 12:00:00,143,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Beaver Dam, WI","[-88.8309,43.4688]",0.03
PCL,2023-08-03,2023-08-03 13:00:00,2023-08-07,2023-08-07 7:00:00,90,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Loveland, CO","[-105.0623,40.4166]",0.05
PCL,2023-09-27,2023-09-27 10:00:00,2023-10-02,2023-10-02 9:00:00,119,"Carol Stream, IL","[-88.1307,41.9181]",AT&T Mobility LLC,"York, PA","[-76.7315,39.9651]",2.51
PCL,2023-08-08,2023-08-08 19:00:00,2023-08-14,2023-08-14 5:00:00,130,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"New Braunfels, TX","[-98.1148,29.6994]",0.03
PCL,2023-08-30,2023-08-30 9:00:00,2023-08-31,2023-08-31 7:00:00,22,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Indianapolis, IN","[-86.1458,39.7771]",0.01
PCL,2023-10-02,2023-10-02 12:00:00,2023-10-03,2023-10-03 9:00:00,21,"Carol Stream, IL","[-88.1307,41.9181]",Ingram Micro Inc,"Carol Stream, IL","[-88.1307,41.9181]",0.01
PCL,2023-10-25,2023-10-25 15:00:00,2023-10-26,2023-10-26 7:00:00,16,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Galesburg, MI","[-85.4182,42.2911]",0.06
PCL,2023-07-21,2023-07-21 12:00:00,2023-07-25,2023-07-25 19:00:00,103,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Opelousas, LA","[-92.0816,30.5252]",0.01
PCL,2023-09-12,2023-09-12 11:00:00,2023-09-14,2023-09-14 11:00:00,48,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brooksville, FL","[-82.3903,28.5404]",0.1
PCL,2023-10-10,2023-10-10 12:00:00,2023-10-12,2023-10-12 5:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sutherland, VA","[-77.5597, 37.1960]",0.03
PCL,2023-10-19,2023-10-19 12:00:00,2023-10-24,2023-10-24 9:00:00,117,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Raymond, NH","[-71.1834, 43.0362]",0.01
PCL,2023-09-05,2023-09-05 17:00:00,2023-09-06,2023-09-06 11:00:00,18,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Mt. Crawford, VA","[-78.9409, 38.3571]",0.01
PCL,2023-08-29,2023-08-29 13:00:00,2023-08-31,2023-08-31 10:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ft Pierce, FL","[-80.3256, 27.4467]",0.02
PCL,2023-07-05,2023-07-05 10:00:00,2023-07-07,2023-07-07 9:00:00,47,"Carol Stream, IL","[-88.1307,41.9181]","Johnstone Supply, Inc.","Lancaster, TX","[-96.7739,32.5922]",0.02
PCL,2023-09-05,2023-09-05 11:00:00,2023-09-07,2023-09-07 8:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Shelby, NC","[-81.5451,35.2904]",0.04
PCL,2023-10-23,2023-10-23 20:00:00,2023-10-26,2023-10-26 7:00:00,59,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0.04
PCL,2023-09-29,2023-09-29 10:00:00,2023-10-03,2023-10-03 10:00:00,96,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.04
PCL,2023-08-09,2023-08-09 15:00:00,2023-08-14,2023-08-14 12:00:00,117,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Tolleson, AZ","[-112.256,33.4484]",0.01
PCL,2023-10-20,2023-10-20 14:00:00,2023-10-23,2023-10-23 10:00:00,68,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Henderson, NV","[-115.0381,36.0133]",0.01
PCL,2023-07-19,2023-07-19 15:00:00,2023-07-21,2023-07-21 9:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Porterville, CA","[-119.0338,36.0643]",0.02
PCL,2023-08-16,2023-08-16 14:00:00,2023-08-18,2023-08-18 7:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Cullman, AL","[-86.8407,34.1775]",0.01
PCL,2023-10-10,2023-10-10 16:00:00,2023-10-13,2023-10-13 11:00:00,67,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Sealy, TX","[-96.163,29.7662]",0.01
LTL,2023-09-06,2023-09-06 11:00:00,2023-09-07,2023-09-07 9:00:00,22,"Carol Stream, IL","[-88.1307,41.9181]",Ingram US,"Carol Stream, IL","[-88.1307,41.9181]",0.03
PCL,2023-08-29,2023-08-29 9:00:00,2023-09-01,2023-09-01 7:00:00,70,"Carol Stream, IL","[-88.1307,41.9181]",AT&T Mobility LLC,"Fort Worth, TX","[-97.3474,32.7817]",0.33
PCL,2023-07-10,2023-07-10 19:00:00,2023-07-11,2023-07-11 7:00:00,12,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Greenfield, IN","[-85.7738,39.7937]",0.01
PCL,2023-08-09,2023-08-09 12:00:00,2023-08-11,2023-08-11 6:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0.06
PCL,2023-10-03,2023-10-03 14:00:00,2023-10-06,2023-10-06 11:00:00,69,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot.com,"Hialeah, FL","[-80.3045,25.8696]",0.06
LTL,2023-09-22,2023-09-22 18:00:00,2023-09-27,2023-09-27 9:00:00,111,"Carol Stream, IL","[-88.1307,41.9181]",Verizon,"Fort Worth, TX","[-97.3474,32.7817]",0.09
PCL,2023-07-19,2023-07-19 14:00:00,2023-07-21,2023-07-21 11:00:00,45,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Woodland, PA","[-78.3414, 40.9984]",0.19
PCL,2023-08-08,2023-08-08 14:00:00,2023-08-10,2023-08-10 7:00:00,41,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sanger, TX","[-97.1678,33.3715]",0.06
PCL,2023-07-10,2023-07-10 11:00:00,2023-07-14,2023-07-14 7:00:00,92,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Tifton, GA","[-83.5203,31.4624]",0.03
LTL,2023-09-25,2023-09-25 12:00:00,2023-09-28,2023-09-28 4:00:00,64,"Carol Stream, IL","[-88.1307,41.9181]",TD Synnex Corporation,"Southaven, MS","[-89.9786,34.9514]",0.52
LTL,2023-10-06,2023-10-06 11:00:00,2023-10-10,2023-10-10 5:00:00,90,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Mira Loma, CA","[-117.5159, 33.9845]",0.94
PCL,2023-09-08,2023-09-08 12:00:00,2023-09-12,2023-09-12 7:00:00,91,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Tifton, GA","[-83.5203,31.4624]",0.02
PCL,2023-09-21,2023-09-21 17:00:00,2023-09-26,2023-09-26 8:00:00,111,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Douglas, GA","[-82.8544,31.5065]",0.04
PCL,2023-10-17,2023-10-17 14:00:00,2023-10-20,2023-10-20 9:00:00,67,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Houston, TX","[-95.3885,29.786]",0.06
PCL,2023-08-14,2023-08-14 12:00:00,2023-08-15,2023-08-15 8:00:00,20,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Joliet, IL","[-88.1499,41.5188]",0.12
PCL,2023-09-20,2023-09-20 12:00:00,2023-09-28,2023-09-28 20:00:00,200,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Hazleton, PA","[-75.9725,40.9505]",0
LTL,2023-10-18,2023-10-18 14:00:00,2023-10-26,2023-10-26 10:00:00,188,"Carol Stream, IL","[-88.1307,41.9181]",Ingram Micro Inc,"Hazle Township, PA","[-76.0276, 40.9568]",2.01
LTL,2023-10-24,2023-10-24 19:00:00,2023-10-30,2023-10-30 23:00:00,148,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Best Buy,"Staunton, VA","[-79.0611,38.1593]",0.36
PCL,2023-07-27,2023-07-27 12:00:00,2023-07-28,2023-07-28 7:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Indianapolis, IN","[-86.1458,39.7771]",0.16
PCL,2023-08-02,2023-08-02 16:00:00,2023-08-07,2023-08-07 10:00:00,114,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Rialto, CA","[-117.3892,34.1175]",0.02
PCL,2023-09-12,2023-09-12 16:00:00,2023-09-14,2023-09-14 6:00:00,38,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.02
PCL,2023-10-17,2023-10-17 12:00:00,2023-10-18,2023-10-18 6:00:00,18,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Greenfield, IN","[-85.7738,39.7937]",0.05
PCL,2023-09-27,2023-09-27 12:00:00,2023-09-29,2023-09-29 10:00:00,46,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Grove City, OH","[-83.069,39.8654]",0.02
PCL,2023-07-31,2023-07-31 14:00:00,2023-08-02,2023-08-02 23:00:00,57,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Fontana, CA","[-117.4599,34.0968]",0.01
PCL,2023-07-31,2023-07-31 13:00:00,2023-08-07,2023-08-07 14:00:00,169,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Woodland, PA","[-78.3414, 40.9984]",0.04
PCL,2023-08-03,2023-08-03 11:00:00,2023-08-08,2023-08-08 10:00:00,119,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Carol Stream, IL","[-88.1307,41.9181]",0.01
PCL,2023-08-10,2023-08-10 14:00:00,2023-08-14,2023-08-14 12:00:00,94,"Rancho Cucamonga, CA","[-117.5667,34.1247]",SUMA DISTRIBUTORS LLC,"Miami, FL","[-80.2101,25.784]",0.22
LTL,2023-07-20,2023-07-20 11:00:00,2023-07-27,2023-07-27 10:00:00,167,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Hopkinsville, KY","[-87.4775,36.8381]",0.09
PCL,2023-07-13,2023-07-13 18:00:00,2023-07-18,2023-07-18 8:00:00,110,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Logan, NJ","[-75.3492, 39.7847]",0.03
PCL,2023-08-14,2023-08-14 13:00:00,2023-08-17,2023-08-17 10:00:00,69,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Ontario, CA","[-117.6064,34.0393]",0.05
PCL,2023-07-05,2023-07-05 9:00:00,2023-07-11,2023-07-11 11:00:00,146,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"West Jefferson, OH","[-83.3076,39.9475]",0.01
PCL,2023-09-26,2023-09-26 15:00:00,2023-10-03,2023-10-03 10:00:00,163,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Target,"Madison, AL","[-86.7626,34.7114]",0.01
PCL,2023-10-06,2023-10-06 14:00:00,2023-10-12,2023-10-12 9:00:00,139,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Fort Payne, AL","[-85.6965,34.4559]",0.01
PCL,2023-10-10,2023-10-10 15:00:00,2023-10-17,2023-10-17 8:00:00,161,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Coldwater, MI","[-84.9989,41.9465]",0.04
PCL,2023-08-29,2023-08-29 12:00:00,2023-08-31,2023-08-31 8:00:00,44,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Newton, NC","[-81.2335,35.663]",0.02
PCL,2023-09-19,2023-09-19 15:00:00,2023-09-22,2023-09-22 9:00:00,66,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Hopewell Junction, NY","[-73.8103,41.5805]",0.16
PCL,2023-10-23,2023-10-23 17:00:00,2023-10-26,2023-10-26 7:00:00,62,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Memphis, TN","[-89.9663,35.1087]",0.09
PCL,2023-08-03,2023-08-03 11:00:00,2023-08-08,2023-08-08 9:00:00,118,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot (Store),"Dallas, TX","[-96.7667,32.7935]",0.01
PCL,2023-08-07,2023-08-07 9:00:00,2023-08-08,2023-08-08 7:00:00,22,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Chambersburg, PA","[-77.6556,39.9315]",0.01
LTL,2023-10-02,2023-10-02 13:00:00,2023-10-13,2023-10-13 10:00:00,261,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Perth Amboy, NJ","[-74.2724,40.5202]",2.73
PCL,2023-08-03,2023-08-03 13:00:00,2023-08-08,2023-08-08 7:00:00,114,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"New Braunfels, TX","[-98.1148,29.6994]",0.02
PCL,2023-07-06,2023-07-06 15:00:00,2023-07-10,2023-07-10 12:00:00,93,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Red Bluff, CA","[-122.2413,40.1735]",0.02
PCL,2023-09-15,2023-09-15 14:00:00,2023-09-16,2023-09-16 11:00:00,21,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Home Depot.com,"Perris, CA","[-117.2233,33.7898]",0.22
PCL,2023-08-15,2023-08-15 15:00:00,2023-08-17,2023-08-17 15:00:00,48,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Redlands, CA","[-117.1712,34.0512]",0.04
PCL,2023-07-26,2023-07-26 12:00:00,2023-07-28,2023-07-28 6:00:00,42,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Searcy, AR","[-91.7351,35.2418]",0.08
PCL,2023-10-16,2023-10-16 12:00:00,2023-10-19,2023-10-19 9:00:00,69,"Carol Stream, IL","[-88.1307,41.9181]",Home Depot (Store),"Salem, OR","[-123.0244,44.9233]",0.01
PCL,2023-08-15,2023-08-15 18:00:00,2023-08-18,2023-08-18 7:00:00,61,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.01
PCL,2023-07-13,2023-07-13 12:00:00,2023-07-19,2023-07-19 7:00:00,139,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Ingram Micro Inc,"Hazle Township, PA","[-76.0276, 40.9568]",0.01
PCL,2023-08-22,2023-08-22 15:00:00,2023-08-29,2023-08-29 6:00:00,159,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Celina, OH","[-84.5626,40.555]",0.09
PCL,2023-07-18,2023-07-18 15:00:00,2023-07-20,2023-07-20 4:00:00,37,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0
LTL,2023-10-24,2023-10-24 21:00:00,2023-11-01,2023-11-01 0:00:00,171,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Alachua, FL","[-82.4832,29.7779]",0.24
LTL,2023-09-18,2023-09-18 15:00:00,2023-09-21,2023-09-21 10:00:00,67,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stock Market Manual,"Houston, TX","[-95.3885,29.786]",4.69
PCL,2023-08-22,2023-08-22 17:00:00,2023-08-24,2023-08-24 7:00:00,38,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Sanger, TX","[-97.1678,33.3715]",0.05
PCL,2023-09-05,2023-09-05 14:00:00,2023-09-08,2023-09-08 10:00:00,68,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Ft Pierce, FL","[-80.3256, 27.4467]",0
PCL,2023-07-10,2023-07-10 13:00:00,2023-07-13,2023-07-13 10:00:00,69,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Bentonville, AR","[-94.2305,36.3547]",0.02
LTL,2023-10-25,2023-10-25 14:00:00,2023-11-01,2023-11-01 0:00:00,154,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Brooksville, FL","[-82.3903,28.5404]",0.34
PCL,2023-09-12,2023-09-12 12:00:00,2023-09-13,2023-09-13 9:00:00,21,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Stockton, CA","[-121.3109,37.9765]",0.02
PCL,2023-08-22,2023-08-22 14:00:00,2023-08-29,2023-08-29 9:00:00,163,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Wal-Mart US,"Midway, TN","[-82.9962, 36.1766]",0.02
PCL,2023-08-03,2023-08-03 11:00:00,2023-08-07,2023-08-07 8:00:00,93,"Carol Stream, IL","[-88.1307,41.9181]",Target,"Fridley, MN","[-93.2595,45.0841]",0.1
PCL,2023-10-11,2023-10-11 14:00:00,2023-10-16,2023-10-16 7:00:00,113,"Rancho Cucamonga, CA","[-117.5667,34.1247]","Amazon.com, LLC","Greenwood, IN","[-86.1073,39.6019]",0.02
PCL,2023-10-05,2023-10-05 18:00:00,2023-10-09,2023-10-09 7:00:00,85,"Carol Stream, IL","[-88.1307,41.9181]",Best Buy,"Staunton, VA","[-79.0611,38.1593]",0
PCL,2023-09-26,2023-09-26 19:00:00,2023-09-29,2023-09-29 7:00:00,60,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Charlotte, NC","[-80.8303,35.2083]",0.01
PCL,2023-09-26,2023-09-26 11:00:00,2023-09-28,2023-09-28 10:00:00,47,"Rancho Cucamonga, CA","[-117.5667,34.1247]",Stockmarket / Ferguson Enterprises,"Aurora, CO","[-104.7237,39.7083]",0.1
PCL,2023-09-21,2023-09-21 18:00:00,2023-09-26,2023-09-26 10:00:00,112,"Carol Stream, IL","[-88.1307,41.9181]",Stockmarket / Ferguson Enterprises,"Frostproof, FL","[-81.5252,27.7494]",0.28
PCL,2023-10-02,2023-10-02 15:00:00,2023-10-03,2023-10-03 10:00:00,19,"Carol Stream, IL","[-88.1307,41.9181]","Amazon.com, LLC","Fort Wayne, IN","[-85.1436,41.0888]",0.04
LTL,2023-10-26,2023-10-26 15:00:00,2023-11-01,2023-11-01 0:00:00,129,"Carol Stream, IL","[-88.1307,41.9181]",Wal-Mart US,"Seymour, IN","[-85.8911,38.9476]",0.23
